persona,user_id,parent_asin,average_rating,title,text
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B09FDTDK3G,5,Licensed Cosmetologist review!,These are so so easy to fan out for volume lashes!! Since I got these I’ve ordered 2 more cases of this brand. They make making fans seriously SO MUCH easier!! I’ve used so many different brands and they either don’t fan well or bend or lose shape. These are absolutely perfect. They don’t lose shape from the tweezers at all or crimp like some cheap brands do! I absolutely love these so much and highly highly recommended trying these even if you are new to volume lashing like me. This order was for the 13mm and I ordered the like 16-22 I think and the 8-13 I think or something like that so that I have every size this brand has I wanted to stock up before everyone else sees how good they are and stocks up too lol.
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B08CC6YRLJ,5,Cosmetologist review!,This is some work I did with the brushes! The acrylic brush is perfect for doing french tips with acrylic and the brushes are perfect for art. I have a ton of art brushes I use as you can see and these ones are not only the cutest but the best quality. All my brushes are from amazon and very in price but these are so much nicer! A must have for holidays (= We need good quality tools like these for good nails!!
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B08B3TCMSQ,5,"10 stars!!! Sturdy not bulky tips, CONTAINER HAS SLOT FOR GLUE TO BE STORED!!",Sturdy tips on the thicker side but not obnoxiously thick they're perfect! I'm a nail tech (Licensed) and have used MANY different nail tips in my lifetime and never have I ever had a nail container have an actual slot for nail glue to be stored with them!! This is so smart and all of them should be like this! I will keep this container long after the tips are all used up lol!!
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B09CFZK853,2,"Easy for cute nails,","They came with the wrong tips.. these were not what they said they are or ones that will work with the gel glue, disappointing. Like the lamp and the gel glue holds up well though just don’t count on getting the right nail tips. They have wells like half coverage ones, they are not coffin shaped or made of gel"
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B07MTMX1ZL,5,Legitimate monomer!,"Perfect condition, the monomer has the same scent as my other same brand and same color so I do believe It is authentic Mia Secret and I love this monomer. The files were a really nice additional gift too! Great buy, very happy."
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B08HL2GW6R,5,Good buy- Licensed pro going on 11 years!,"First of all this case is nice and worth the listed price on it's own! I have like 15 pairs of scissors and they're all dull so I figured I'd give these a try! I'm soo glad I did, I have nothing I dislike or don't love and I always have something I dislike usually lol. These have cute little blue gems and are really sharp and do a great job they're comfortable for my little hands and my chubby fingers! So excited to use them at work tommorrow!!! They have a nice weight to them I would expect to pay like $50+ for these atleast so I am blown away. I'm so glad I chose these!!"
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B098WWDD6F,3,So cute and I love the pink stripe,I have worn so many different hair extensions or wigs and love them. This does have a fake hair kind of shine and it does shed quiet a bit. It is so cute and not easily tangled either. It's shorter in the back and a little longer in the front. The cap is a little on the more snug side. This has a really nice and pretty wave to it that makes it look a little more natural in my opinion. It's seriously so cute and unique it comes with 2 really nice wig caps and a barrette too and a seriously such cute earrings. I love these earrings so much such a nice little bonus
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B08R3F946X,5,"Nail tech use, perfect for me!!",It is maybe 2 inches around in size small but perfect for monomer and powder to do nails! My sister saw these and loved them and wanted them for earrings which would be a great idea too!! The color isn't inside but underneath so if you put monomer in them it won't discolor it! These are great! I am so happy with them and highly recommend these for nail tech use! I used a little pipette to fill them with powder and liquid.
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B094QYRXZQ,5,Great variety for different length nails!,I just had bought a 2 piece set and for my short/medium length nails they didn't work  I was so sad untill I saw these! I love the variety of shapes and shapes for a variety of nail lengths! It's hard to explain but like some of the nail cutters are made only for long/xl nail shapes for a deep french tip. These will work with short nails medium large and xl nails too. They're just perfect I love these so much and cannot wait to try them!! There is one very unique shape I've never done or seen used before so that's really neat and I cannot wait!!!
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B08C72C56Z,5,Best shape for nail files!!,As a licensed Cosmetologist I've used ALOT of files and this shape is the best for when I so nail enhancements because I can get into the cuticle area and ensure it is smooth perfectly with the round side and then the straight side is good for filing the sides and shaping the nails! These are good quality and exactly as I expected!!
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B08CMQHW3P,5,Love these so cute,"BEAUTIFUL and look so real!! I absolutely adore these!! Perfect thickness, length color and texture!! I hate that I have to color my hair and these won't match but I'm going to just buy another pair !!"
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B0892LX4LX,5,"Medium depth nail well, No issues, good buy- Cosmetologist",All nail tips are the same just make sure you blend the seam And remove the shine too. Get the job done and come in bulk so they're perfect for me!
"{""evidence"":{""negative_examples"":[""They came with the wrong tips.. these were not what they said they are"",""This does have a fake hair kind of shine and it does shed quiet a bit"",""The hair is a very nice quality but it is so thin""],""positive_examples"":[""These are so so easy to fan out for volume lashes!!"",""The hair is a very nice quality and it is the length expected"",""Sturdy tips on the thicker side but not obnoxiously thick"",""These colors are so much more vibrant than they look online""]},""preferences"":{""what_they_value"":[""accuracy of product description"",""professional-grade tools"",""time-saving features"",""aesthetic appeal""],""liked_attributes"":[""durability"",""ease of use"",""innovative design"",""vibrant colors"",""professional-grade quality""],""common_complaints"":[""wrong nail tips delivered"",""synthetic hair shedding"",""inaccurate product shape/size""],""disliked_attributes"":[""incorrect product delivery"",""shedding"",""inconsistent sizing"",""fake hair shine""],""liked_product_types"":[""nail tips"",""eyelash extensions"",""UV nail lamps"",""hair wigs/extensions"",""nail art tools""],""disliked_product_types"":[""inaccurate product descriptions"",""low-quality synthetic hair""]},""writing_style"":{""tone"":""enthusiastic and direct"",""length"":""medium"",""formality"":""mixed"",""detail_level"":""high"",""common_phrases"":[""I absolutely love"",""so much easier"",""perfect for me"",""disappointing"",""highly recommended""],""vocabulary_markers"":[""Licensed Cosmetologist"",""sturdy"",""vibrant"",""disappointing"",""perfect""]},""rating_behavior"":{""strictness"":""moderate"",""average_rating"":4.5,""rating_patterns"":""Gives 5-star ratings for products meeting professional standards, 2-3 stars for functional but flawed items"",""rating_distribution"":{""1"":0,""2"":1,""3"":2,""4"":0,""5"":14}},""cultural_signals"":""none detected"",""purchase_behavior"":{""price_sensitivity"":""unknown"",""quality_sensitivity"":""high"",""preferred_categories"":[""beauty"",""salon tools"",""DIY nail kits""],""verified_purchase_ratio"":0}}",AELRWE7QQJRKDFHDQHVAODTF5FRA,B085SY4WC3,5,SO PRETTY AND SUPER VIBRANT,These colors are so much more vibrant than they look online for sure! They are just like breathtaking the shimmer in them is so  pretty I absolutely adore these polishes I cannot wait to get to use them on my nails and in the salon! I was surprised they were so bright when I opened the bottles! It also came with instructions too if you've never used gel polish too! Just make sure you have a UV lamp to cure these (=
